zone,day_of_week,hour,is_weekday,is_rush_hour,congestion_score,congestion_level,pollution_score,pollution_level,infra_score,infra_level
MG Road,3,21,1,0,0.854,high,0.576,medium,0.698,high
Whitefield,3,21,1,0,0.588,medium,0.594,medium,0.393,medium
Koramangala,3,21,1,0,0.587,medium,0.446,medium,0.414,medium
Electronic City,3,21,1,0,0.678,high,0.33,medium,0.347,medium
Indiranagar,3,21,1,0,0.53,medium,0.41,medium,0.434,medium
MG Road,3,22,1,0,0.815,high,0.699,high,0.617,high
Whitefield,3,22,1,0,0.766,high,0.419,medium,0.441,medium
Koramangala,3,22,1,0,0.357,medium,0.343,medium,0.119,low
Electronic City,3,22,1,0,0.635,medium,0.433,medium,0.584,medium
Indiranagar,3,22,1,0,0.618,medium,0.297,low,0.403,medium
MG Road,3,23,1,0,0.934,high,0.592,medium,0.579,medium
Whitefield,3,23,1,0,0.718,high,0.604,high,0.565,medium
Koramangala,3,23,1,0,0.324,low,0.074,low,0.343,medium
Electronic City,3,23,1,0,0.777,high,0.58,medium,0.634,high
Indiranagar,3,23,1,0,0.461,medium,0.409,medium,0.35,medium
MG Road,4,0,1,0,0.568,medium,0.35,medium,0.446,medium
Whitefield,4,0,1,0,0.251,low,0.031,low,0.255,low
Koramangala,4,0,1,0,0.038,low,0.105,low,0.279,low
Electronic City,4,0,1,0,0.585,medium,0.446,medium,0.461,medium
Indiranagar,4,0,1,0,0.412,medium,0.226,low,0.291,low
MG Road,4,1,1,0,0.516,medium,0.219,low,0.752,high
Whitefield,4,1,1,0,0.416,medium,0.508,medium,0.323,medium
Koramangala,4,1,1,0,0.144,low,0.055,low,0.346,medium
Electronic City,4,1,1,0,0.353,medium,0.0,low,0.237,low
Indiranagar,4,1,1,0,0.184,low,0.276,low,0.53,medium
MG Road,4,2,1,0,0.388,medium,0.401,medium,0.55,medium
Whitefield,4,2,1,0,0.174,low,0.083,low,0.162,low
Koramangala,4,2,1,0,0.16,low,0.0,low,0.254,low
Electronic City,4,2,1,0,0.395,medium,0.324,medium,0.311,medium
Indiranagar,4,2,1,0,0.257,low,0.159,low,0.581,medium
MG Road,4,3,1,0,0.467,medium,0.223,low,0.545,medium
Whitefield,4,3,1,0,0.289,low,0.06,low,0.489,medium
Koramangala,4,3,1,0,0.072,low,0.012,low,0.245,low
Electronic City,4,3,1,0,0.588,medium,0.244,low,0.438,medium
Indiranagar,4,3,1,0,0.467,medium,0.34,medium,0.338,medium
MG Road,4,4,1,0,0.451,medium,0.336,medium,0.613,high
Whitefield,4,4,1,0,0.273,low,0.274,low,0.116,low
Koramangala,4,4,1,0,0.0,low,0.0,low,0.344,medium
Electronic City,4,4,1,0,0.456,medium,0.348,medium,0.385,medium
Indiranagar,4,4,1,0,0.389,medium,0.211,low,0.499,medium
MG Road,4,5,1,0,0.734,high,0.712,high,0.513,medium
Whitefield,4,5,1,0,0.529,medium,0.426,medium,0.37,medium
Koramangala,4,5,1,0,0.426,medium,0.321,medium,0.261,low
Electronic City,4,5,1,0,0.879,high,0.705,high,0.663,high
Indiranagar,4,5,1,0,0.558,medium,0.432,medium,0.518,medium
MG Road,4,6,1,0,0.89,high,0.739,high,0.675,high
Whitefield,4,6,1,0,0.479,medium,0.513,medium,0.397,medium
Koramangala,4,6,1,0,0.351,medium,0.287,low,0.189,low
Electronic City,4,6,1,0,0.834,high,0.437,medium,0.487,medium
Indiranagar,4,6,1,0,0.62,medium,0.538,medium,0.533,medium
MG Road,4,7,1,0,0.851,high,0.593,medium,0.637,high
Whitefield,4,7,1,0,0.607,medium,0.406,medium,0.224,low
Koramangala,4,7,1,0,0.339,low,0.261,low,0.311,medium
Electronic City,4,7,1,0,0.738,high,0.484,medium,0.384,medium
Indiranagar,4,7,1,0,0.561,medium,0.362,medium,0.5,medium
MG Road,4,8,1,1,1.0,high,0.682,high,0.597,medium
Whitefield,4,8,1,1,0.738,high,0.776,high,0.332,medium
Koramangala,4,8,1,1,0.609,medium,0.478,medium,0.479,medium
Electronic City,4,8,1,1,1.0,high,0.656,high,0.599,medium
Indiranagar,4,8,1,1,0.855,high,0.567,medium,0.642,high
MG Road,4,9,1,1,1.0,high,0.698,high,0.698,high
Whitefield,4,9,1,1,0.935,high,0.751,high,0.683,high
Koramangala,4,9,1,1,0.51,medium,0.447,medium,0.464,medium
Electronic City,4,9,1,1,0.929,high,0.676,high,0.652,high
Indiranagar,4,9,1,1,0.784,high,0.593,medium,0.676,high
MG Road,4,10,1,1,0.964,high,0.661,high,0.716,high
Whitefield,4,10,1,1,0.786,high,0.463,medium,0.451,medium
Koramangala,4,10,1,1,0.714,high,0.564,medium,0.4,medium
Electronic City,4,10,1,1,1.0,high,0.616,high,0.414,medium
Indiranagar,4,10,1,1,0.821,high,0.687,high,0.669,high
MG Road,4,11,1,0,0.8,high,0.518,medium,0.581,medium
Whitefield,4,11,1,0,0.609,medium,0.319,medium,0.359,medium
Koramangala,4,11,1,0,0.383,medium,0.133,low,0.269,low
Electronic City,4,11,1,0,0.783,high,0.549,medium,0.457,medium
Indiranagar,4,11,1,0,0.527,medium,0.527,medium,0.402,medium
MG Road,4,12,1,0,0.82,high,0.525,medium,0.632,high
Whitefield,4,12,1,0,0.637,medium,0.309,medium,0.404,medium
Koramangala,4,12,1,0,0.495,medium,0.523,medium,0.385,medium
Electronic City,4,12,1,0,0.753,high,0.748,high,0.59,medium
Indiranagar,4,12,1,0,0.551,medium,0.324,medium,0.591,medium
MG Road,4,13,1,0,0.719,high,0.612,high,0.621,high
Whitefield,4,13,1,0,0.641,medium,0.423,medium,0.344,medium
Koramangala,4,13,1,0,0.517,medium,0.337,medium,0.366,medium
Electronic City,4,13,1,0,0.744,high,0.54,medium,0.369,medium
Indiranagar,4,13,1,0,0.555,medium,0.327,medium,0.581,medium
MG Road,4,14,1,0,0.729,high,0.335,medium,0.395,medium
Whitefield,4,14,1,0,0.482,medium,0.474,medium,0.345,medium
Koramangala,4,14,1,0,0.44,medium,0.362,medium,0.382,medium
Electronic City,4,14,1,0,0.744,high,0.625,high,0.487,medium
Indiranagar,4,14,1,0,0.712,high,0.56,medium,0.498,medium
MG Road,4,15,1,0,0.76,high,0.459,medium,0.726,high
Whitefield,4,15,1,0,0.568,medium,0.317,medium,0.409,medium
Koramangala,4,15,1,0,0.392,medium,0.304,medium,0.546,medium
Electronic City,4,15,1,0,0.823,high,0.579,medium,0.363,medium
Indiranagar,4,15,1,0,0.56,medium,0.463,medium,0.382,medium
MG Road,4,16,1,0,0.971,high,0.681,high,0.693,high
Whitefield,4,16,1,0,0.547,medium,0.432,medium,0.253,low
Koramangala,4,16,1,0,0.573,medium,0.533,medium,0.528,medium
Electronic City,4,16,1,0,0.639,medium,0.468,medium,0.551,medium
Indiranagar,4,16,1,0,0.647,medium,0.353,medium,0.469,medium
MG Road,4,17,1,1,1.0,high,0.64,high,0.853,high
Whitefield,4,17,1,1,0.696,high,0.553,medium,0.299,low
Koramangala,4,17,1,1,0.573,medium,0.2,low,0.374,medium
Electronic City,4,17,1,1,1.0,high,0.726,high,0.455,medium
Indiranagar,4,17,1,1,0.931,high,0.775,high,0.658,high
MG Road,4,18,1,1,1.0,high,0.782,high,0.768,high
Whitefield,4,18,1,1,0.786,high,0.613,high,0.486,medium
Koramangala,4,18,1,1,0.692,high,0.416,medium,0.489,medium
Electronic City,4,18,1,1,0.935,high,0.44,medium,0.649,high
Indiranagar,4,18,1,1,0.73,high,0.522,medium,0.6,high
MG Road,4,19,1,1,1.0,high,0.672,high,0.727,high
Whitefield,4,19,1,1,0.888,high,0.695,high,0.678,high
Koramangala,4,19,1,1,0.669,high,0.475,medium,0.377,medium
Electronic City,4,19,1,1,1.0,high,0.767,high,0.556,medium
Indiranagar,4,19,1,1,0.894,high,0.596,medium,0.7,high
MG Road,4,20,1,1,1.0,high,0.79,high,0.712,high
Whitefield,4,20,1,1,0.767,high,0.476,medium,0.516,medium
Koramangala,4,20,1,1,0.846,high,0.558,medium,0.584,medium
Electronic City,4,20,1,1,0.956,high,0.571,medium,0.49,medium
Indiranagar,4,20,1,1,0.683,high,0.614,high,0.325,medium
MG Road,4,21,1,0,0.779,high,0.427,medium,0.523,medium
Whitefield,4,21,1,0,0.71,high,0.517,medium,0.338,medium
Koramangala,4,21,1,0,0.353,medium,0.17,low,0.337,medium
Electronic City,4,21,1,0,0.764,high,0.724,high,0.289,low
Indiranagar,4,21,1,0,0.597,medium,0.386,medium,0.609,high
MG Road,4,22,1,0,0.828,high,0.639,high,0.666,high
Whitefield,4,22,1,0,0.525,medium,0.489,medium,0.44,medium
Koramangala,4,22,1,0,0.473,medium,0.458,medium,0.431,medium
Electronic City,4,22,1,0,0.868,high,0.646,high,0.5,medium
Indiranagar,4,22,1,0,0.599,medium,0.417,medium,0.463,medium
MG Road,4,23,1,0,0.931,high,0.681,high,0.682,high
Whitefield,4,23,1,0,0.631,medium,0.74,high,0.289,low
Koramangala,4,23,1,0,0.332,low,0.095,low,0.31,medium
Electronic City,4,23,1,0,0.77,high,0.492,medium,0.429,medium
Indiranagar,4,23,1,0,0.611,medium,0.378,medium,0.551,medium
MG Road,5,0,0,0,0.339,low,0.305,medium,0.524,medium
Whitefield,5,0,0,0,0.137,low,0.124,low,0.189,low
Koramangala,5,0,0,0,0.0,low,0.0,low,0.148,low
Electronic City,5,0,0,0,0.259,low,0.216,low,0.348,medium
Indiranagar,5,0,0,0,0.0,low,0.143,low,0.232,low
MG Road,5,1,0,0,0.162,low,0.069,low,0.613,high
Whitefield,5,1,0,0,0.019,low,0.0,low,0.138,low
Koramangala,5,1,0,0,0.0,low,0.0,low,0.214,low
Electronic City,5,1,0,0,0.286,low,0.232,low,0.178,low
Indiranagar,5,1,0,0,0.022,low,0.0,low,0.289,low
MG Road,5,2,0,0,0.356,medium,0.235,low,0.434,medium
Whitefield,5,2,0,0,0.192,low,0.222,low,0.284,low
Koramangala,5,2,0,0,0.007,low,0.054,low,0.004,low
Electronic City,5,2,0,0,0.267,low,0.027,low,0.327,medium
Indiranagar,5,2,0,0,0.0,low,0.0,low,0.239,low
MG Road,5,3,0,0,0.188,low,0.097,low,0.479,medium
Whitefield,5,3,0,0,0.0,low,0.055,low,0.053,low
Koramangala,5,3,0,0,0.0,low,0.032,low,0.1,low
Electronic City,5,3,0,0,0.095,low,0.116,low,0.325,medium
Indiranagar,5,3,0,0,0.044,low,0.0,low,0.308,medium
MG Road,5,4,0,0,0.254,low,0.202,low,0.149,low
Whitefield,5,4,0,0,0.0,low,0.0,low,0.165,low
Koramangala,5,4,0,0,0.0,low,0.064,low,0.226,low
Electronic City,5,4,0,0,0.096,low,0.212,low,0.341,medium
Indiranagar,5,4,0,0,0.0,low,0.033,low,0.215,low
MG Road,5,5,0,0,0.561,medium,0.498,medium,0.737,high
Whitefield,5,5,0,0,0.41,medium,0.317,medium,0.28,low
Koramangala,5,5,0,0,0.165,low,0.251,low,0.261,low
Electronic City,5,5,0,0,0.429,medium,0.138,low,0.398,medium
Indiranagar,5,5,0,0,0.37,medium,0.194,low,0.526,medium
MG Road,5,6,0,0,0.516,medium,0.348,medium,0.505,medium
Whitefield,5,6,0,0,0.322,low,0.249,low,0.394,medium
Koramangala,5,6,0,0,0.059,low,0.09,low,0.241,low
Electronic City,5,6,0,0,0.512,medium,0.446,medium,0.385,medium
Indiranagar,5,6,0,0,0.388,medium,0.343,medium,0.38,medium
MG Road,5,7,0,0,0.574,medium,0.377,medium,0.516,medium
Whitefield,5,7,0,0,0.324,low,0.274,low,0.288,low
Koramangala,5,7,0,0,0.182,low,0.125,low,0.112,low
Electronic City,5,7,0,0,0.503,medium,0.358,medium,0.4,medium
Indiranagar,5,7,0,0,0.303,low,0.092,low,0.458,medium
MG Road,5,8,0,1,0.528,medium,0.387,medium,0.483,medium
Whitefield,5,8,0,1,0.35,low,0.2,low,0.193,low
Koramangala,5,8,0,1,0.188,low,0.071,low,0.292,low
Electronic City,5,8,0,1,0.533,medium,0.314,medium,0.268,low
Indiranagar,5,8,0,1,0.544,medium,0.328,medium,0.555,medium
MG Road,5,9,0,1,0.705,high,0.573,medium,0.552,medium
Whitefield,5,9,0,1,0.345,low,0.158,low,0.376,medium
Koramangala,5,9,0,1,0.195,low,0.085,low,0.174,low
Electronic City,5,9,0,1,0.394,medium,0.375,medium,0.345,medium
Indiranagar,5,9,0,1,0.367,medium,0.175,low,0.276,low
MG Road,5,10,0,1,0.627,medium,0.443,medium,0.642,high
Whitefield,5,10,0,1,0.319,low,0.2,low,0.349,medium
Koramangala,5,10,0,1,0.209,low,0.226,low,0.254,low
Electronic City,5,10,0,1,0.549,medium,0.495,medium,0.384,medium
Indiranagar,5,10,0,1,0.309,low,0.351,medium,0.333,medium
MG Road,5,11,0,0,0.6,medium,0.414,medium,0.356,medium
Whitefield,5,11,0,0,0.44,medium,0.032,low,0.128,low
Koramangala,5,11,0,0,0.192,low,0.187,low,0.213,low
Electronic City,5,11,0,0,0.512,medium,0.105,low,0.45,medium
Indiranagar,5,11,0,0,0.37,medium,0.254,low,0.425,medium
MG Road,5,12,0,0,0.589,medium,0.41,medium,0.348,medium
Whitefield,5,12,0,0,0.526,medium,0.488,medium,0.232,low
Koramangala,5,12,0,0,0.122,low,0.062,low,0.357,medium
Electronic City,5,12,0,0,0.327,low,0.179,low,0.13,low
Indiranagar,5,12,0,0,0.327,low,0.182,low,0.414,medium
MG Road,5,13,0,0,0.502,medium,0.276,low,0.563,medium
Whitefield,5,13,0,0,0.386,medium,0.326,medium,0.287,low
Koramangala,5,13,0,0,0.104,low,0.061,low,0.292,low
Electronic City,5,13,0,0,0.326,low,0.268,low,0.336,medium
Indiranagar,5,13,0,0,0.355,medium,0.234,low,0.16,low
MG Road,5,14,0,0,0.515,medium,0.539,medium,0.507,medium
Whitefield,5,14,0,0,0.325,low,0.229,low,0.316,medium
Koramangala,5,14,0,0,0.203,low,0.119,low,0.324,medium
Electronic City,5,14,0,0,0.634,medium,0.545,medium,0.663,high
Indiranagar,5,14,0,0,0.297,low,0.376,medium,0.315,medium
MG Road,5,15,0,0,0.578,medium,0.478,medium,0.48,medium
Whitefield,5,15,0,0,0.357,medium,0.341,medium,0.222,low
Koramangala,5,15,0,0,0.284,low,0.06,low,0.507,medium
Electronic City,5,15,0,0,0.58,medium,0.397,medium,0.367,medium
Indiranagar,5,15,0,0,0.309,low,0.203,low,0.394,medium
MG Road,5,16,0,0,0.65,high,0.652,high,0.58,medium
Whitefield,5,16,0,0,0.282,low,0.143,low,0.245,low
Koramangala,5,16,0,0,0.068,low,0.0,low,0.437,medium
Electronic City,5,16,0,0,0.524,medium,0.284,low,0.466,medium
Indiranagar,5,16,0,0,0.256,low,0.069,low,0.297,low
MG Road,5,17,0,1,0.682,high,0.452,medium,0.329,medium
Whitefield,5,17,0,1,0.447,medium,0.282,low,0.144,low
Koramangala,5,17,0,1,0.125,low,0.139,low,0.29,low
Electronic City,5,17,0,1,0.644,medium,0.365,medium,0.437,medium
Indiranagar,5,17,0,1,0.294,low,0.052,low,0.481,medium
MG Road,5,18,0,1,0.587,medium,0.439,medium,0.578,medium
Whitefield,5,18,0,1,0.295,low,0.106,low,0.272,low
Koramangala,5,18,0,1,0.243,low,0.331,medium,0.377,medium
Electronic City,5,18,0,1,0.502,medium,0.379,medium,0.377,medium
Indiranagar,5,18,0,1,0.268,low,0.19,low,0.249,low
MG Road,5,19,0,1,0.54,medium,0.542,medium,0.598,medium
Whitefield,5,19,0,1,0.276,low,0.186,low,0.177,low
Koramangala,5,19,0,1,0.145,low,0.206,low,0.323,medium
Electronic City,5,19,0,1,0.699,high,0.608,high,0.475,medium
Indiranagar,5,19,0,1,0.404,medium,0.263,low,0.324,medium
MG Road,5,20,0,1,0.654,high,0.559,medium,0.538,medium
Whitefield,5,20,0,1,0.372,medium,0.384,medium,0.383,medium
Koramangala,5,20,0,1,0.033,low,0.047,low,0.196,low
Electronic City,5,20,0,1,0.589,medium,0.515,medium,0.542,medium
Indiranagar,5,20,0,1,0.261,low,0.104,low,0.491,medium
MG Road,5,21,0,0,0.503,medium,0.2,low,0.554,medium
Whitefield,5,21,0,0,0.306,low,0.393,medium,0.302,medium
Koramangala,5,21,0,0,0.163,low,0.077,low,0.424,medium
Electronic City,5,21,0,0,0.529,medium,0.329,medium,0.307,medium
Indiranagar,5,21,0,0,0.344,low,0.143,low,0.516,medium
MG Road,5,22,0,0,0.405,medium,0.27,low,0.523,medium
Whitefield,5,22,0,0,0.377,medium,0.192,low,0.367,medium
Koramangala,5,22,0,0,0.079,low,0.053,low,0.297,low
Electronic City,5,22,0,0,0.537,medium,0.308,medium,0.51,medium
Indiranagar,5,22,0,0,0.357,medium,0.324,medium,0.571,medium
MG Road,5,23,0,0,0.639,medium,0.56,medium,0.575,medium
Whitefield,5,23,0,0,0.414,medium,0.311,medium,0.194,low
Koramangala,5,23,0,0,0.174,low,0.148,low,0.328,medium
Electronic City,5,23,0,0,0.49,medium,0.267,low,0.437,medium
Indiranagar,5,23,0,0,0.245,low,0.317,medium,0.35,medium
MG Road,6,0,0,0,0.27,low,0.245,low,0.467,medium
Whitefield,6,0,0,0,0.0,low,0.082,low,0.18,low
Koramangala,6,0,0,0,0.0,low,0.0,low,0.167,low
Electronic City,6,0,0,0,0.096,low,0.239,low,0.362,medium
Indiranagar,6,0,0,0,0.086,low,0.038,low,0.29,low
MG Road,6,1,0,0,0.311,low,0.393,medium,0.367,medium
Whitefield,6,1,0,0,0.0,low,0.155,low,0.0,low
Koramangala,6,1,0,0,0.0,low,0.0,low,0.044,low
Electronic City,6,1,0,0,0.289,low,0.288,low,0.233,low
Indiranagar,6,1,0,0,0.152,low,0.252,low,0.325,medium
MG Road,6,2,0,0,0.214,low,0.376,medium,0.458,medium
Whitefield,6,2,0,0,0.071,low,0.186,low,0.208,low
Koramangala,6,2,0,0,0.0,low,0.008,low,0.304,medium
Electronic City,6,2,0,0,0.041,low,0.0,low,0.33,medium
Indiranagar,6,2,0,0,0.009,low,0.161,low,0.42,medium
MG Road,6,3,0,0,0.245,low,0.114,low,0.369,medium
Whitefield,6,3,0,0,0.263,low,0.372,medium,0.268,low
Koramangala,6,3,0,0,0.0,low,0.012,low,0.224,low
Electronic City,6,3,0,0,0.101,low,0.078,low,0.347,medium
Indiranagar,6,3,0,0,0.0,low,0.083,low,0.412,medium
MG Road,6,4,0,0,0.205,low,0.313,medium,0.313,medium
Whitefield,6,4,0,0,0.085,low,0.029,low,0.153,low
Koramangala,6,4,0,0,0.0,low,0.07,low,0.285,low
Electronic City,6,4,0,0,0.195,low,0.0,low,0.293,low
Indiranagar,6,4,0,0,0.084,low,0.037,low,0.495,medium
MG Road,6,5,0,0,0.425,medium,0.076,low,0.397,medium
Whitefield,6,5,0,0,0.407,medium,0.179,low,0.215,low
Koramangala,6,5,0,0,0.226,low,0.205,low,0.328,medium
Electronic City,6,5,0,0,0.563,medium,0.351,medium,0.362,medium
Indiranagar,6,5,0,0,0.415,medium,0.156,low,0.227,low
MG Road,6,6,0,0,0.515,medium,0.454,medium,0.532,medium
Whitefield,6,6,0,0,0.419,medium,0.091,low,0.349,medium
Koramangala,6,6,0,0,0.202,low,0.007,low,0.367,medium
Electronic City,6,6,0,0,0.491,medium,0.651,high,0.154,low
Indiranagar,6,6,0,0,0.46,medium,0.282,low,0.297,low
MG Road,6,7,0,0,0.508,medium,0.383,medium,0.607,high
Whitefield,6,7,0,0,0.488,medium,0.484,medium,0.249,low
Koramangala,6,7,0,0,0.24,low,0.207,low,0.231,low
Electronic City,6,7,0,0,0.483,medium,0.267,low,0.372,medium
Indiranagar,6,7,0,0,0.292,low,0.101,low,0.44,medium
MG Road,6,8,0,1,0.6,medium,0.401,medium,0.677,high
Whitefield,6,8,0,1,0.329,low,0.2,low,0.348,medium
Koramangala,6,8,0,1,0.139,low,0.106,low,0.004,low
Electronic City,6,8,0,1,0.501,medium,0.168,low,0.253,low
Indiranagar,6,8,0,1,0.243,low,0.066,low,0.317,medium
MG Road,6,9,0,1,0.511,medium,0.424,medium,0.527,medium
Whitefield,6,9,0,1,0.198,low,0.147,low,0.261,low
Koramangala,6,9,0,1,0.124,low,0.081,low,0.269,low
Electronic City,6,9,0,1,0.561,medium,0.235,low,0.375,medium
Indiranagar,6,9,0,1,0.471,medium,0.471,medium,0.548,medium
MG Road,6,10,0,1,0.593,medium,0.581,medium,0.729,high
Whitefield,6,10,0,1,0.34,low,0.141,low,0.259,low
Koramangala,6,10,0,1,0.398,medium,0.121,low,0.312,medium
Electronic City,6,10,0,1,0.387,medium,0.283,low,0.21,low
Indiranagar,6,10,0,1,0.341,low,0.044,low,0.473,medium
MG Road,6,11,0,0,0.648,medium,0.415,medium,0.546,medium
Whitefield,6,11,0,0,0.337,low,0.254,low,0.281,low
Koramangala,6,11,0,0,0.211,low,0.271,low,0.203,low
Electronic City,6,11,0,0,0.475,medium,0.423,medium,0.223,low
Indiranagar,6,11,0,0,0.192,low,0.157,low,0.402,medium
MG Road,6,12,0,0,0.492,medium,0.287,low,0.421,medium
Whitefield,6,12,0,0,0.281,low,0.266,low,0.144,low
Koramangala,6,12,0,0,0.129,low,0.0,low,0.106,low
Electronic City,6,12,0,0,0.57,medium,0.347,medium,0.422,medium
Indiranagar,6,12,0,0,0.229,low,0.086,low,0.442,medium
MG Road,6,13,0,0,0.757,high,0.332,medium,0.583,medium
Whitefield,6,13,0,0,0.383,medium,0.206,low,0.388,medium
Koramangala,6,13,0,0,0.081,low,0.072,low,0.18,low
Electronic City,6,13,0,0,0.598,medium,0.351,medium,0.379,medium
Indiranagar,6,13,0,0,0.426,medium,0.195,low,0.452,medium
MG Road,6,14,0,0,0.404,medium,0.174,low,0.5,medium
Whitefield,6,14,0,0,0.271,low,0.135,low,0.308,medium
Koramangala,6,14,0,0,0.104,low,0.155,low,0.263,low
Electronic City,6,14,0,0,0.535,medium,0.498,medium,0.421,medium
Indiranagar,6,14,0,0,0.473,medium,0.422,medium,0.412,medium
MG Road,6,15,0,0,0.653,high,0.484,medium,0.522,medium
Whitefield,6,15,0,0,0.372,medium,0.372,medium,0.344,medium
Koramangala,6,15,0,0,0.296,low,0.316,medium,0.371,medium
Electronic City,6,15,0,0,0.418,medium,0.275,low,0.349,medium
Indiranagar,6,15,0,0,0.406,medium,0.348,medium,0.454,medium
MG Road,6,16,0,0,0.56,medium,0.464,medium,0.438,medium
Whitefield,6,16,0,0,0.486,medium,0.135,low,0.49,medium
Koramangala,6,16,0,0,0.146,low,0.203,low,0.295,low
Electronic City,6,16,0,0,0.528,medium,0.425,medium,0.467,medium
Indiranagar,6,16,0,0,0.324,low,0.33,medium,0.296,low
MG Road,6,17,0,1,0.55,medium,0.468,medium,0.619,high
Whitefield,6,17,0,1,0.387,medium,0.231,low,0.394,medium
Koramangala,6,17,0,1,0.096,low,0.243,low,0.23,low
Electronic City,6,17,0,1,0.377,medium,0.144,low,0.33,medium
Indiranagar,6,17,0,1,0.361,medium,0.45,medium,0.316,medium
MG Road,6,18,0,1,0.553,medium,0.281,low,0.472,medium
Whitefield,6,18,0,1,0.485,medium,0.226,low,0.403,medium
Koramangala,6,18,0,1,0.181,low,0.125,low,0.325,medium
Electronic City,6,18,0,1,0.407,medium,0.451,medium,0.53,medium
Indiranagar,6,18,0,1,0.354,medium,0.49,medium,0.377,medium
MG Road,6,19,0,1,0.582,medium,0.551,medium,0.487,medium
Whitefield,6,19,0,1,0.239,low,0.006,low,0.452,medium
Koramangala,6,19,0,1,0.108,low,0.057,low,0.132,low
Electronic City,6,19,0,1,0.576,medium,0.325,medium,0.356,medium
Indiranagar,6,19,0,1,0.374,medium,0.155,low,0.407,medium
MG Road,6,20,0,1,0.662,high,0.506,medium,0.578,medium
Whitefield,6,20,0,1,0.367,medium,0.218,low,0.496,medium
Koramangala,6,20,0,1,0.085,low,0.081,low,0.246,low
Electronic City,6,20,0,1,0.581,medium,0.517,medium,0.404,medium
Indiranagar,6,20,0,1,0.373,medium,0.294,low,0.197,low
MG Road,6,21,0,0,0.423,medium,0.236,low,0.413,medium
Whitefield,6,21,0,0,0.254,low,0.253,low,0.252,low
Koramangala,6,21,0,0,0.133,low,0.0,low,0.249,low
Electronic City,6,21,0,0,0.29,low,0.187,low,0.297,low
Indiranagar,6,21,0,0,0.369,medium,0.102,low,0.445,medium
MG Road,6,22,0,0,0.467,medium,0.245,low,0.558,medium
Whitefield,6,22,0,0,0.511,medium,0.363,medium,0.273,low
Koramangala,6,22,0,0,0.165,low,0.209,low,0.328,medium
Electronic City,6,22,0,0,0.719,high,0.432,medium,0.488,medium
Indiranagar,6,22,0,0,0.474,medium,0.48,medium,0.27,low
MG Road,6,23,0,0,0.55,medium,0.533,medium,0.809,high
Whitefield,6,23,0,0,0.406,medium,0.248,low,0.212,low
Koramangala,6,23,0,0,0.327,low,0.302,medium,0.246,low
Electronic City,6,23,0,0,0.484,medium,0.37,medium,0.423,medium
Indiranagar,6,23,0,0,0.278,low,0.133,low,0.221,low
MG Road,0,0,1,0,0.583,medium,0.374,medium,0.58,medium
Whitefield,0,0,1,0,0.414,medium,0.312,medium,0.304,medium
Koramangala,0,0,1,0,0.116,low,0.087,low,0.371,medium
Electronic City,0,0,1,0,0.475,medium,0.278,low,0.47,medium
Indiranagar,0,0,1,0,0.398,medium,0.145,low,0.588,medium
MG Road,0,1,1,0,0.529,medium,0.399,medium,0.612,high
Whitefield,0,1,1,0,0.255,low,0.274,low,0.214,low
Koramangala,0,1,1,0,0.0,low,0.0,low,0.257,low
Electronic City,0,1,1,0,0.374,medium,0.423,medium,0.444,medium
Indiranagar,0,1,1,0,0.407,medium,0.297,low,0.463,medium
MG Road,0,2,1,0,0.405,medium,0.383,medium,0.5,medium
Whitefield,0,2,1,0,0.345,low,0.411,medium,0.228,low
Koramangala,0,2,1,0,0.09,low,0.096,low,0.142,low
Electronic City,0,2,1,0,0.435,medium,0.354,medium,0.316,medium
Indiranagar,0,2,1,0,0.405,medium,0.132,low,0.549,medium
MG Road,0,3,1,0,0.553,medium,0.33,medium,0.429,medium
Whitefield,0,3,1,0,0.134,low,0.014,low,0.308,medium
Koramangala,0,3,1,0,0.096,low,0.183,low,0.176,low
Electronic City,0,3,1,0,0.507,medium,0.283,low,0.281,low
Indiranagar,0,3,1,0,0.291,low,0.138,low,0.237,low
MG Road,0,4,1,0,0.485,medium,0.35,medium,0.621,high
Whitefield,0,4,1,0,0.375,medium,0.384,medium,0.372,medium
Koramangala,0,4,1,0,0.127,low,0.0,low,0.266,low
Electronic City,0,4,1,0,0.498,medium,0.494,medium,0.443,medium
Indiranagar,0,4,1,0,0.399,medium,0.176,low,0.402,medium
MG Road,0,5,1,0,0.834,high,0.7,high,0.619,high
Whitefield,0,5,1,0,0.593,medium,0.484,medium,0.275,low
